senderID,amount,transactionDate,hasMemo,receiverID,senderAcctTenure,receiverAcctTenure,transactionType,transactionDistance,fraud
23724,99.79,20220816,1,98167,268,321,Personal,16.28,0
27244,79.99,20221125,1,95550,853,997,Personal,27.07,0
57951,11.28,20220327,0,98167,1072,321,Bill,13.88,0
86701,17.97,20221120,0,97662,130,412,Bill,2.38,1
58148,117.51,20220409,1,99679,554,445,Gift,7.37,1
62974,151.31,20221104,0,96120,884,661,,39.14,0
87769,120.16,20220319,1,90801,698,817,Gift,36.19,0
54879,239.21,20220915,1,96502,999,666,Gift,17.21,0
40115,56.25,20220611,0,93731,828,652,Bill,2.03,0
75293,17.36,20220826,0,90873,440,491,Personal,2.45,0
75951,65.49,20220705,0,94408,751,608,,31.43,0
23728,57.88,20221126,1,98873,699,794,,33.87,0
19877,93.57,20220315,0,98937,118,1052,,20.23,0
57496,85.21,20220711,0,96851,225,534,,20.38,0
41199,84.83,20220817,1,98355,607,239,Bill,2.56,0
57855,94.22,20220618,1,96773,677,672,Personal,1.17,1
52745,23.5,20220804,0,95550,716,997,,14.85,0
61197,46.48,20221211,0,93589,543,93,Bill,2.05,0
31467,126.88,20220506,1,91016,725,799,Personal,34.26,0
23737,277.92,20221030,1,99385,631,974,Personal,10.7,0
40339,154.55,20221124,1,96120,1067,661,Bill,7.83,0
22963,28.11,20220511,0,91371,652,884,,30.11,0
64760,35.42,20221201,1,92963,262,449,Bill,3.4,0
53507,10.49,20220814,0,98493,533,498,Personal,12.12,0
24171,39.78,20220331,0,99922,514,637,Bill,20.59,0
27134,1.53,20220727,0,94139,817,628,Bill,15.95,0
51272,2.57,20220407,0,95730,336,268,Bill,23.11,1
58229,99.74,20220626,0,97339,153,951,Personal,34.66,0
70893,53.13,20220111,1,91863,223,941,Bill,27.68,0
81139,94.6,20220608,1,90244,40,996,,25.93,0
88598,4.05,20221203,0,98244,543,432,Bill,15.36,0
64397,196.56,20221014,1,97761,974,336,Personal,16.83,0
60308,37.2,20220802,1,94992,592,193,Gift,6.71,1
86127,7.49,20221120,1,92963,1084,449,Bill,39.87,0
82045,18.76,20220611,0,95169,840,429,Gift,17.34,0
55679,155.13,20220504,0,92133,216,118,Personal,18.21,0
88598,2.19,20221230,0,92366,543,262,Bill,26.79,0
62892,4.8,20220424,0,97673,1073,152,Personal,17.66,0
31634,132.47,20221120,0,99518,742,859,Bill,5.78,0
23048,35.34,20221215,0,98880,570,1006,Personal,14.96,0
34561,72.08,20221015,1,93005,505,83,Bill,14.04,0
33222,4.76,20220418,1,94007,83,65,Bill,16.71,0
52530,3.74,20221027,1,94544,1052,903,Gift,21.93,0
29831,115.1,20221116,0,93589,820,93,Personal,5.25,0
64760,36.16,20230101,1,96925,262,570,Personal,5.07,0
23728,104.99,20220411,0,98771,699,417,Bill,9.37,0
69603,178.51,20220831,0,97662,147,412,Bill,21.1,0
22931,48.01,20220722,0,92631,17,322,,17.99,1
46502,25.76,20220720,0,92720,147,792,Bill,5.38,0
20391,117.84,20220518,1,93471,549,493,Personal,0.62,0
64397,70.1,20221107,0,92963,974,449,Bill,32.52,0
83700,40,20221119,0,91809,662,819,Gift,16.91,0
88960,225.35,20220507,0,90998,1035,449,Personal,4.4,0
81654,56.42,20220608,1,95517,442,538,Bill,4.79,0
26470,4.92,20221031,0,93916,99,1071,Bill,9.82,0
29673,77.48,20220815,0,95206,19,781,Personal,13.35,0
82767,97.25,20220830,1,96851,612,534,Personal,17.17,0
55101,37.77,20220512,1,90998,377,449,Bill,2.48,0
44405,13.44,20220812,0,98721,113,514,Personal,2.29,1
63222,47,20220110,1,96773,885,672,Personal,22.07,0
33222,42.37,20220421,1,93916,83,1071,Bill,5.43,0
76903,183.21,20221003,0,95632,402,761,Bill,8.83,0
33042,35.29,20220311,1,99807,676,223,Personal,4.5,0
75560,16.29,20221024,0,90107,605,784,Gift,10.31,0
41654,57.3,20221103,0,90864,233,1077,Personal,17.63,1
60010,62.66,20220530,1,90998,207,449,Bill,5.78,0
59663,16.66,20221112,0,98771,526,417,Gift,6.4,0
55101,28.23,20220908,1,98365,377,273,Bill,11.42,0
20391,9.16,20220717,1,96144,549,225,Personal,4.35,0
15330,67.86,20220305,1,95577,193,597,Personal,21.65,0
69190,1012.29,20220225,1,93806,805,788,Bill,26.66,0
76949,10.93,20220815,1,90998,859,449,Gift,0.51,0
34198,77.66,20220715,0,94715,808,224,Gift,29.48,0
86127,7.51,20220928,1,97348,1084,477,Gift,13.31,0
62627,2.83,20230101,1,95493,808,526,Bill,0.97,0
85021,54.2,20220121,0,96120,854,661,Gift,5,0
47864,151.24,20220704,1,92763,863,941,Bill,9.28,0
57784,104.51,20220911,0,91115,35,947,Bill,2.72,0
79789,119.7,20220807,1,94309,1044,130,Gift,15.48,0
66323,76.12,20220126,0,96875,837,845,Gift,18.63,0
78826,92.02,20221110,0,94309,766,130,,13.74,1
78649,80.15,20220110,1,92346,690,325,Bill,30.62,0
27244,18.84,20220120,0,95577,853,597,Bill,5.23,0
88598,154.58,20220106,0,93916,543,1071,Personal,1.42,0
59403,135.48,20220722,1,90801,792,817,Gift,8.06,0
12959,19.14,20220901,0,92947,881,643,Bill,12.58,0
75293,41.37,20220428,0,94512,440,1093,Gift,25.47,0
32078,34.05,20221022,0,96698,147,476,,18.15,0
20391,24.23,20220117,0,98406,549,662,,11.47,0
69405,83.26,20221003,0,93806,779,788,Personal,41.6,0
72409,147.2,20220724,0,98283,1034,233,Bill,0.4,0
27343,149.82,20220118,1,95537,412,488,Bill,,0
14035,30.28,20220629,0,98283,249,233,Bill,37.3,0
89524,19.43,20220518,1,94007,1076,65,Bill,19.45,0
48621,49.71,20220817,0,92233,271,797,,5.25,0
41199,62.92,20220604,0,91258,607,73,Personal,2.09,0
86601,103.8,20221206,1,92346,833,325,Gift,11.7,0
17959,82.18,20220215,1,99518,881,859,,0.1,1
46502,203.37,20220124,1,98079,147,168,Bill,5.88,0
69603,44.91,20220717,0,90563,147,229,Personal,29.11,0
47108,12,20220611,1,98493,1063,498,Personal,10.38,0
23235,126.3,20220117,0,98531,239,554,Personal,8.17,0
57784,69.05,20220216,1,91381,35,789,Bill,27.45,0
14236,125.54,20220214,0,91935,268,89,Personal,14.18,0
70776,186.71,20220414,1,99214,320,840,Personal,14.2,0
37117,20.55,20220830,1,91258,783,73,Bill,9.94,0
16571,103.77,20220513,0,93005,119,83,Personal,0.8,0
27480,30.29,20221117,0,95440,291,34,Bill,20.12,0
45871,0.17,20220819,0,93164,166,1052,Bill,18.1,0
29673,35.92,20220927,1,98771,19,417,Bill,45.57,0
85766,136.66,20220411,0,90868,130,814,Gift,0.27,0
58066,30.15,20221031,0,92949,556,808,Gift,9.56,0
47888,314.77,20220530,0,96120,943,661,Bill,12.46,0
12107,126.75,20220614,0,98517,72,427,Bill,0.53,0
34198,5.58,20220512,0,90620,808,618,,5.95,0
83687,7.11,20220107,0,92196,951,438,Gift,25.5,0
79088,49.56,20220402,0,94509,93,619,Personal,2.26,0
27134,69.92,20221127,1,98658,817,434,Gift,24.49,0
59663,5.22,20220102,0,95949,526,385,Bill,39.29,0
61904,5.47,20220108,1,99595,377,1011,,5.77,0
29627,56.19,20221207,1,95493,71,526,Personal,15.17,0
43792,100.43,20220305,0,99807,943,223,Gift,34.62,0
61735,2.6,20221002,0,93164,413,1052,Bill,2.76,0
16788,39.02,20220705,0,99922,548,637,Bill,24.33,0
74662,61.46,20220524,0,93544,474,797,Personal,6.02,0
55852,140.83,20220321,0,94958,942,1045,Personal,0.85,0
23724,40.03,20221228,0,98851,268,824,Personal,0.88,0
38750,5.63,20220604,1,95493,,526,Gift,16.05,0
50293,69.28,20220726,1,98658,221,434,Bill,9.58,0
34981,39.88,20220911,1,90188,432,120,Bill,12.79,0
88815,68.05,20220207,0,99878,432,96,Personal,29.89,0
75957,138.27,20221127,1,96875,819,845,Personal,5.5,0
59294,63.05,20220305,1,95809,526,666,Gift,35.65,0
54794,145.58,20220903,1,98355,595,239,Bill,11.4,0
87695,45.86,20220831,1,98937,997,1052,Personal,8.72,0
70327,87.18,20220505,1,90232,581,320,Gift,36.27,0
78687,69.3,20221107,0,98878,162,593,Personal,17.57,0
17116,100.52,20220110,0,92133,347,118,Personal,22.34,1
46502,73.17,20220423,0,96454,147,800,Bill,11.13,0
59294,34.01,20220118,0,93731,526,652,Gift,17.07,0
76949,149.8,20220920,1,96297,859,113,,2.71,0
22159,86.2,20220215,1,99922,90,637,Personal,18.27,1
26592,112.38,20220610,0,97673,525,152,,9.69,0
60010,232.3,20220103,0,90868,207,814,Personal,10.14,0
72688,119.07,20220906,0,90232,451,320,Bill,2.41,0
42716,162.93,20220914,1,93772,941,624,Bill,10.08,0
75293,86.2,20220803,0,98721,440,514,Bill,28.26,0
84054,28.93,20221022,1,96925,172,570,Personal,16.18,0
52164,18.56,20220730,1,92949,224,808,Personal,18.47,0
48469,149.31,20220920,1,90864,336,1077,Bill,16.64,0
65918,157.68,20221224,1,96144,925,225,Gift,9.79,0
60161,4.49,20221018,1,95083,570,207,Bill,8.23,0
39949,61.55,20221013,1,97761,267,336,Bill,14.16,0
10822,157.26,20220422,0,92352,273,278,Bill,7.02,0
71979,7.72,20220201,0,96307,705,827,Bill,18.81,0
27154,54.18,20221103,1,98658,168,434,Gift,6.05,0
76903,52.35,20220628,0,93761,402,527,Bill,11.88,0
81479,56.49,20220524,1,95206,292,781,Personal,8.93,0
35414,36.43,20220622,1,96515,341,340,Personal,3.92,0
35449,63.06,20221113,1,95578,80,476,Personal,0.99,0
61197,140.78,20220701,0,96297,543,113,Bill,1.53,0
54874,41.15,20220622,0,93964,823,97,Personal,19.95,1
88960,29.6,20221103,1,93619,1035,233,Gift,4.83,0
62974,100.02,20221217,0,93317,884,291,Bill,4.09,0
62092,92.85,20220915,0,98658,223,434,Personal,16.75,0
58229,122.05,20221109,1,93772,153,624,Bill,7.45,0
59676,164.04,20220503,0,97308,612,246,Bill,13.25,0
33042,3.03,20220712,0,99331,676,581,Gift,8,0
88960,56.18,20220612,0,96851,1035,534,Personal,4.42,0
49185,123.5,20220808,1,92963,1063,449,Bill,17.1,0
35414,86.56,20220706,1,95550,341,997,Bill,44.84,0
79355,79.47,20220107,0,90232,995,320,Gift,31.26,0
66323,21.34,20221213,0,99277,837,829,Bill,20.71,0
19877,101.03,20220924,0,98406,118,662,Personal,9.85,0
27343,150.71,20220325,1,94706,412,639,Bill,25.8,0
37809,64.98,20220817,1,96051,538,999,Bill,32.06,0
50495,83.07,20220702,0,90868,392,814,Bill,14.4,0
57496,76.72,20220308,1,98721,225,514,Personal,1.83,0
14453,2.2,20220814,0,98365,523,273,Bill,41.76,0
63222,80.79,20220331,1,96925,885,570,Bill,13.7,0
71224,51.18,20220826,1,94007,63,65,Gift,8.97,0
82465,110.99,20220411,1,98406,928,662,Gift,19.41,1
88815,60.06,20220426,1,92880,432,1062,Bill,13.49,0
77586,167.98,20220301,0,96875,140,845,Bill,14.57,0
75414,55.38,20220418,0,92963,340,449,Bill,22.82,0
15781,230.6,20221127,0,91863,80,941,Bill,29.54,0
58567,188.64,20220513,1,99331,491,581,Bill,1.59,0
69574,33.07,20220601,0,98658,945,434,Personal,1.12,1
79799,35.93,20220511,1,96875,427,845,Personal,21.25,0
70506,46.85,20220101,1,99035,472,16,Personal,26.85,0
68306,74.74,20220308,0,90244,,996,Gift,7.69,0
69190,204.38,20220225,1,93806,805,788,Bill,26.66,0
51047,54.28,20220817,0,91258,1081,73,Personal,9.35,0
14035,9.82,20220607,0,93860,249,837,Personal,7.35,0
54794,58.68,20220804,1,98873,595,794,Personal,15.56,0
50247,87.73,20221020,0,90868,827,814,Personal,1.2,0
66381,61.01,20220321,0,96144,114,225,Bill,1.11,0
85766,52.34,20220416,0,99518,130,859,Bill,37.56,0
49566,45.11,20221116,0,95809,571,666,Personal,25.97,1
40771,39.28,20220818,1,98851,1033,824,Personal,17.16,0
20315,83.9,20221116,1,96773,997,672,,4.64,0
81815,31.63,20221228,0,90140,667,267,Gift,7.01,0
49185,5.16,20221007,1,90801,1063,817,Personal,22.54,0
53885,29.2,20220118,0,91224,602,996,Bill,14.06,0
70780,210.72,20221115,0,94397,800,726,Bill,13.43,0
35267,50.92,20220301,1,98721,241,514,Bill,25.57,1
69405,59.44,20220907,0,97761,779,336,Bill,9.06,0
88828,68.5,20221104,1,95206,713,781,,34.12,0
12479,61.1,20221223,1,95083,711,207,Personal,24.83,0
35267,43.73,20220801,1,99111,241,819,Bill,18.23,0
87695,109.5,20221217,0,98873,997,794,Bill,24.31,0
40115,86.85,20221213,1,98703,828,756,Personal,10.79,0
87695,249.11,20220811,0,96698,997,476,Gift,16.38,0
87695,109.78,20221210,1,97339,997,951,Personal,31.28,0
86899,79.72,20220320,1,91017,1006,595,Gift,20.97,0
40339,191.44,20220609,0,97119,1067,860,,5.74,0
25391,4.47,20220809,1,97339,805,951,Gift,24.24,0
86899,82.83,20220810,1,94783,1006,986,Bill,18.4,0
34250,127.89,20220203,1,92763,200,941,Bill,4.7,0
53502,28.67,20221214,1,96051,713,999,Personal,25.99,0
88598,150.33,20220815,0,95238,543,533,Personal,18.07,0
77586,14.78,20220626,1,96454,140,800,Bill,6.79,0
75293,69.36,20220717,1,95578,440,476,Gift,11.24,0
78649,23.81,20220817,0,98406,690,662,Gift,5.93,0
24340,165.67,20220602,0,98658,449,434,Bill,4.73,0
64760,109.26,20220615,0,96454,262,800,Bill,16.08,0
14732,45.13,20221209,1,96851,385,534,,2.62,0
83012,44.34,20221002,1,90998,918,449,Personal,11.19,0
76966,30.97,20221201,0,93544,560,797,Gift,2.21,1
76922,60.04,20220627,0,98721,861,514,Personal,20.29,0
53885,103.6,20220206,0,92763,602,941,,14.04,0
24340,111.64,20220105,0,90188,449,120,Personal,15.59,0
73632,51.48,20221112,1,97348,773,477,Gift,25.81,0
76178,124.79,20220910,0,94992,284,193,Personal,15.81,0
20315,92.06,20220328,0,91017,997,595,Bill,27.22,0
54221,50.3,20220922,1,94706,438,639,Bill,12.62,0
79789,76.7,20220521,1,91381,1044,789,Gift,29.35,0
50600,54.18,20220709,0,91034,388,505,Bill,14.12,0
61197,19.28,20220901,1,97761,543,336,Personal,8.33,0
29627,97.96,20221025,1,95527,71,402,Bill,19.14,0
51457,110.4,20220609,1,94398,1032,408,Personal,0.86,0
34900,207.84,20220505,0,95773,517,677,Gift,44.17,0
88828,179.7,20220819,0,90873,713,491,Personal,6.72,0
29627,251.46,20221123,1,93964,71,97,Gift,18.46,0
23728,74.17,20220928,1,99385,699,974,Gift,12.06,0
62627,65.39,20221021,1,95730,808,268,Personal,1.92,0
29831,29.41,20221216,0,95154,820,916,Bill,16.81,0
17431,35.49,20221127,1,91034,83,505,Personal,21.92,0
31503,45.82,20221026,0,98937,475,1052,Bill,3.43,0
10684,79.23,20220113,0,94613,397,,Personal,3.6,0
19877,5.8,20221004,0,93005,118,83,Bill,3.92,0
82008,54.47,20220415,0,91258,204,73,Personal,2.5,0
71979,31.21,20220602,0,91935,705,89,Personal,9.42,0
89766,17.6,20220207,0,92743,840,955,Bill,35.32,0
61736,28.32,20220709,1,93884,648,676,Bill,22.26,0
41858,176.66,20221226,0,99410,143,636,Bill,2.87,0
62218,8.43,20220224,0,92796,628,725,Personal,9.49,0
46797,30.2,20220524,0,97665,233,94,Personal,6.44,0
15781,27.13,20220328,0,98493,80,498,Personal,12.16,0
42666,44.36,20221127,1,94309,114,130,Bill,3.04,0
76903,24.05,20220308,0,99214,402,840,Bill,18.24,0
81654,75.04,20220219,0,94512,442,1093,Bill,29.29,0
40672,5,20220913,0,97119,1029,860,Personal,12.97,0
54699,25.98,20230101,1,97761,673,336,Personal,9.89,0
39949,19.88,20220707,0,91863,267,941,Bill,0.08,0
23048,221.18,20220807,0,93761,570,527,Personal,2.36,0
86601,5.34,20221222,0,95154,833,916,Gift,16.21,0
60174,20.22,20220214,1,94007,52,65,Bill,31.36,0
45871,26.32,20220408,1,98531,166,554,Personal,7.09,0
16891,113.24,20220130,0,91017,830,595,Personal,10.89,0
55608,91.28,20220404,1,96502,794,666,Gift,20.11,0
75542,158.63,20220309,0,93761,60,527,Personal,18.27,0
89253,158.62,20220625,0,91863,43,941,Personal,15.41,1
77775,43.03,20220805,0,99518,850,859,Bill,15.72,0
43104,112.6,20220929,0,98851,639,824,Gift,18.65,0
40115,238.47,20220821,0,92346,828,325,Gift,12.84,0
61197,108.1,20221120,0,91034,543,505,Bill,3.17,0
30737,96.34,20220605,0,98167,384,321,Personal,4.92,0
74749,99.95,20220911,1,91807,594,773,Bill,34.7,0
69603,169.87,20220826,0,98329,147,232,Gift,2.08,0
74749,28.76,20220727,0,99230,594,792,Bill,2.91,0
79748,31.95,20220801,1,90563,262,229,Personal,24.01,0
65340,162.62,20221026,0,93761,1049,527,Personal,17.95,0
59676,153.28,20220728,1,92796,612,725,Bill,2.46,0
32084,102.54,20220206,1,94408,619,608,Bill,7.86,0
82045,86.57,20220402,0,98937,840,1052,Personal,11.32,0
14420,102.85,20220512,0,91017,110,595,Personal,19.62,1
47864,126.68,20220601,1,95809,863,666,Gift,16.27,0
50293,57.5,20220319,1,96967,221,643,,14.16,0
29673,191.28,20220607,0,91533,19,671,Bill,21.06,0
78687,111.04,20221112,0,91062,162,607,Gift,30.01,0
72477,97.48,20220225,0,93806,360,788,,17.71,1
61736,12.54,20221219,0,95636,648,183,Bill,22.27,0
72445,72.54,20221231,0,99933,356,1026,Personal,16.95,0
16571,24.76,20221005,0,90563,119,229,Bill,22.61,0
74749,157.31,20220523,0,91904,594,516,Personal,4.39,0
81139,13.37,20220119,0,94613,40,136,Gift,12.72,0
86199,61.97,20220801,0,90864,399,1077,Bill,4.76,0
18365,22.38,20221230,0,99491,278,986,Bill,10.22,0
61324,93.96,20220518,1,98937,221,1052,Bill,23.53,1
81479,53.94,20220911,0,98721,292,514,Bill,34.99,0
52071,39.58,20220129,1,91533,319,671,Gift,17.09,1
88300,137.13,20220523,1,99214,695,840,Bill,6.61,1
20315,54.08,20220423,1,90609,997,271,,12.53,0
27134,88.33,20220622,0,96297,817,113,Gift,17.49,0
48197,120.59,20220105,1,95527,225,402,Gift,1.23,0
69405,49.25,20221107,0,90107,779,784,Bill,12.04,0
57951,88.4,20220327,0,95154,1072,916,Gift,5.67,0
81654,59.63,20220712,1,93772,442,624,Personal,39.13,0
45871,14.25,20221230,1,94916,166,213,Bill,15.64,0
75957,83.59,20220209,0,90719,819,166,Bill,1.78,0
33222,39.72,20220616,0,93806,83,788,Bill,14.25,0
85766,47.1,20220821,1,94916,130,213,,4.44,0
15330,9.94,20220920,1,98721,193,514,Bill,51.83,0
43792,25.69,20221229,1,94007,943,65,Personal,1.34,0
32078,58.46,20221029,0,93772,147,624,Gift,3.72,0
47888,97.69,20220215,1,95517,943,538,Personal,15.54,0
11861,20.3,20220327,0,90998,984,449,Gift,,1
42716,60.56,20221115,0,93317,941,291,Bill,34.81,1
71979,97.17,20221222,0,90864,705,1077,Personal,1.17,0
84994,54.4,20220809,0,95238,348,533,Gift,23.03,1
89766,71.75,20220409,0,91017,840,595,Bill,5.23,0
67238,244.86,20220121,0,91863,407,941,Gift,0.47,0
76922,107.86,20220318,1,98771,861,417,Bill,14.93,0
68306,73.63,20220311,1,99214,124,840,Personal,33.04,0
76903,40.68,20220301,0,95537,402,488,Personal,32.64,0
64397,97.61,20221016,0,96307,974,827,,14.08,0
88598,154.88,20220628,0,98283,543,233,Bill,18.55,0
59459,55.64,20220804,1,99230,554,792,Personal,12.84,1
73688,26.25,20220530,1,91666,1001,49,Personal,14.58,0
23737,114.58,20221102,1,95493,631,526,Bill,16.95,0
34250,51.59,20220301,0,90873,200,491,Gift,9.02,0
21132,53.65,20220920,1,91224,790,996,Personal,8.68,1
58229,24.26,20220510,0,97374,153,90,Personal,0.2,0
26592,35.6,20220910,0,91115,525,947,Gift,12.56,0
73787,108.2,20220701,0,97119,299,860,Bill,21.33,0
20315,43.57,20220824,0,95206,997,781,,7.26,0
49877,25.28,20220813,0,95809,672,666,Personal,14.35,1
63222,1.75,20220624,1,92796,885,725,Gift,2.18,0
13570,141.22,20221009,0,91381,133,789,Bill,48.14,0
55852,18.47,20220119,0,97119,942,860,Personal,5.05,0
43650,60.72,20221231,1,91017,901,595,Bill,11.22,0
52745,32.8,20220312,0,90864,716,1077,Bill,14.07,0
61560,113.15,20220215,0,92346,635,325,,20.53,1
78649,72.71,20220815,0,98167,690,321,Bill,13.79,0
28553,65.76,20220212,1,99922,182,637,Personal,1.97,1
43104,28.49,20220809,0,93544,639,797,Gift,8.37,0
18050,65.67,20220510,0,97744,60,135,Bill,15.82,0
19877,250.56,20220731,1,96428,118,717,Bill,11.21,0
29627,73.15,20220406,1,92858,71,820,Gift,5.97,0
83700,37.95,20220619,0,96875,662,845,Bill,3.42,0
54221,51.54,20221006,0,96307,438,827,Gift,9.83,1
38179,52.98,20220504,0,93806,894,788,Personal,9.01,0
20391,57.28,20220506,1,90998,549,449,Bill,8.65,0
42276,172.73,20220813,1,99035,847,16,Gift,16.49,0
71224,72.93,20220831,1,92858,63,820,Bill,0.74,0
58567,70.16,20220615,1,97272,491,894,Personal,22.91,0
64623,124.17,20221122,1,90868,887,814,Bill,21.14,0
34250,116.84,20220526,1,92949,200,808,Personal,1.71,0
54347,110.43,20220624,0,95809,69,666,Bill,8.74,0
47864,75.94,20221209,0,96428,863,717,Personal,18.5,0
47525,30.56,20220320,0,93544,408,797,Bill,12.54,0
17431,23.46,20220408,0,90868,83,814,Bill,38.43,0
39949,11.66,20220113,1,94992,267,193,Gift,17.94,0
51148,95.86,20220206,1,98676,432,549,Bill,0.25,0
50501,169.33,20221025,1,93761,666,527,Personal,1.28,0
81115,85.3,20221006,1,95537,394,488,Gift,17.78,0
59676,69.13,20220601,0,96428,612,717,Gift,25.37,0
75957,216.15,20220825,1,90868,819,814,Bill,23.01,0
59874,30.21,20221123,0,98880,34,1006,Gift,20.35,0
55679,120.36,20220801,1,98838,216,245,,13.23,0
74964,27.7,20220409,0,94412,641,225,Bill,44.39,0
78649,204.62,20220128,1,97662,690,412,Personal,20.13,0
79748,179.36,20220613,0,96307,262,827,Bill,22.24,0
21607,27.79,20221022,1,95809,137,666,Bill,13.09,1
55101,33.46,20221222,1,99214,377,840,Bill,1.71,0
69190,5.55,20221125,0,95511,805,158,Gift,7.58,0
66483,205.73,20221220,0,95577,434,597,Personal,20.29,0
34250,64.1,20220309,0,96307,200,827,Personal,6.99,0
34900,88.52,20220105,0,95613,517,99,Gift,23.56,0
72688,63.55,20221017,0,96307,451,827,Bill,21.47,0
23048,68.11,20220401,0,91381,570,789,Bill,6.03,0
32084,130.87,20220924,1,97821,619,720,Personal,15.79,0
61324,22,20220826,0,98851,221,824,Gift,18.35,0
14035,84.33,20221126,0,91809,249,819,Personal,4.87,0
36669,30.36,20220710,1,96851,96,534,Bill,17.52,1
41199,23.52,20220331,0,91224,607,996,Personal,21.23,0
56742,13.56,20221025,1,92743,253,955,,25.97,0
57496,128.57,20220129,0,90563,225,229,Bill,18.47,0
21799,163.57,20220920,0,98658,788,434,,13.74,1
54874,74.92,20220726,0,96307,823,827,Bill,8.12,1
29627,15.41,20220915,1,96120,71,661,,13.75,0
74087,15.3,20220221,0,96502,498,666,Gift,0.57,1
40339,26.62,20220126,0,90609,1067,271,,2.98,0
85021,113.49,20220315,0,90864,854,1077,Personal,16.78,0
79799,20.58,20220328,1,96571,427,140,Bill,15.91,0
64397,105.47,20220508,1,98723,974,432,Personal,7.97,0
16049,128.19,20220925,1,95527,902,402,Personal,19.08,0
78649,161.72,20221019,0,98878,690,593,,6.37,0
53885,81.43,20220618,0,92352,602,278,Personal,15.38,0
83700,183.35,20220520,1,98714,662,124,Bill,20.15,0
62218,187.1,20220702,0,97119,628,860,Gift,13.43,0
62892,16.89,20220911,0,96851,1073,534,Bill,6.16,0
66814,37.86,20220425,1,90998,97,449,Gift,21.66,0
11329,59.71,20220115,0,98365,381,273,Bill,9.8,0
21132,46.59,20221203,0,98329,790,232,Bill,4.69,0
32078,57.69,20221112,1,91115,147,947,Bill,4.2,0
61736,32.16,20220124,1,90873,648,491,Gift,26.24,0
32084,42.96,20220322,0,94139,619,628,,10.87,0
11587,89.7,20220419,0,98746,493,322,Bill,7.38,1
62248,42.09,20220731,1,99331,528,581,Bill,52.84,0
71467,132.64,20220211,0,99331,599,581,,17.67,0
88598,98.72,20220513,1,91034,543,505,Bill,24.43,0
61304,15.68,20220109,1,94916,94,213,Gift,20.77,0
63354,52.25,20220807,0,93884,856,676,Personal,20.43,0
41951,167,20221007,0,98099,124,320,,9.82,0
27343,147.23,20220117,0,96297,412,113,Bill,0.18,0
75914,51.46,20220804,0,95083,383,207,Personal,29.7,0
75542,14.54,20220801,1,94309,60,130,Gift,10.45,0
79799,81.37,20220806,0,97761,427,336,Bill,5.06,0
74564,2.82,20221123,1,98723,993,432,Bill,20.7,0
31503,63.98,20221023,1,98838,475,245,Personal,29.76,0
61304,92.93,20220625,0,95636,94,183,Personal,16.68,0
75560,21.12,20220523,0,97804,605,599,Personal,15.67,0
80829,11.03,20220110,1,97308,229,246,Bill,2.36,0
53885,32.84,20221122,1,99518,602,859,Gift,20.6,0
22963,120.76,20220612,1,97761,652,336,Bill,7.35,0
72091,164.05,20220429,0,98244,533,432,Personal,14.75,0
12925,58.5,20220115,1,91921,334,401,Bill,34.42,0
82767,125.73,20220519,0,91807,612,773,Bill,12.96,0
69603,130.21,20221221,1,90609,147,271,Personal,6.69,0
16411,4.63,20220322,1,91807,717,773,Personal,10.02,0
26592,73.84,20220308,1,92366,525,262,Bill,13.1,0
38483,104.03,20220525,1,98022,185,517,Bill,23.92,0
54145,96.82,20220906,0,93471,322,493,Bill,5.88,0
29789,2.03,20220512,1,90028,378,742,Bill,7.68,0
74951,44.42,20221019,1,94139,918,628,Personal,3.42,0
85021,78.84,20221107,1,93772,854,624,Personal,15.08,0
15330,164.07,20220408,0,98365,193,273,Personal,27.51,0
87575,21.27,20221101,1,96773,624,672,,35.48,0
39430,2.81,20220527,0,99807,1004,223,Personal,0.48,0
30729,22.72,20220916,0,93806,65,788,Personal,1.92,1
88815,77.47,20220713,0,93761,432,527,Gift,2.16,0
23186,5.54,20220114,0,94512,477,1093,Gift,4.17,0
83700,155.81,20220930,0,96502,662,666,Gift,4.04,0
79088,56.27,20220319,0,96772,93,598,Gift,16.09,0
55499,205.76,20221208,0,91533,860,671,,36.61,0
29831,34.46,20220127,0,98531,820,554,Personal,9.02,0
65340,0.77,20220711,1,92949,1049,730,Personal,16.28,0
29627,251.5,20220630,1,95578,71,476,Personal,21.47,0
24016,255.36,20220915,0,96454,770,800,Gift,16.71,1
64593,119.5,20220722,0,92151,1065,1029,Personal,16.44,0
66814,75.3,20221012,0,99807,97,223,Personal,8.39,0
82008,11.75,20220306,1,94408,204,608,Bill,13.37,0
88828,11.37,20220511,1,92631,713,322,Gift,20.83,0
20714,56.17,20220111,1,98425,965,789,Bill,8.87,0
62218,50.04,20220502,0,97119,628,860,Personal,2.78,0
11861,99.93,20220418,1,98851,984,824,Personal,1.55,0
26271,35.33,20220215,0,98244,617,432,Gift,16.16,0
61197,14.62,20221104,1,95154,,916,Bill,16.23,0
55101,187.24,20220909,0,96297,377,113,Personal,12.69,0
52164,10,20220307,0,95636,224,183,Bill,3.33,0
16904,59.27,20220715,1,92796,838,725,,1.39,0
34561,157.98,20220318,0,98493,505,498,Bill,8.56,0
40438,78.88,20221206,0,94958,814,1045,,17.68,0
51457,89.43,20220528,0,98099,1032,320,Gift,1.03,0
75542,179.98,20220417,0,91034,60,505,Bill,36.45,0
